,gly_resc_score,Opening,has_cHelix,all_buns,hx_sc,h1_len,BuriedHyphobSAperRes,ExtendedE6,CurvedLongArm,prot,gly_resc_nres,score_res_betacart,base_width,short_arm_l,H3_len,non_ala_hyphob_percent,Net_charge,long_arm_l,Second_b_place,pocket_vol,scaffold_len,E3_MainBulgeCurve,sc_buns,Second_bulge_E3,av_strand_hb,sspred,hairpin_len,dist,trp_lock_score,long_arm_ang,shoot
MODJZUAF_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.766957,19.0,65.8105,0.0,0.0,-1.0011270242802102,0.0,-3.85063,5.0,1.0,14.0,50.0,-4.0,3.0,1.0,511.0,115,2.0,5.0,1.0,-1.12941,0.259782,4.0,23.435795402887372,0.0,34.6702982831296,56.68929693877382
MODRTOVQ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.751243,19.0,68.6068,0.0,0.0,-8.26844971223164,0.0,-3.73564,3.0,2.0,15.0,46.7,-8.0,2.0,0.0,366.0,113,3.0,2.0,0.0,-1.19363,1.0,4.0,19.766965116111557,-8.06095,97.24410021256304,31.890724003036922
MOGKKOVM_BasicBeNTF2_designed_0000.pdb,-1.43775,1,0.0,6.0,0.746149,19.0,73.2697,0.0,0.0,0.04498130920027599,1.0,-3.70531,5.0,1.0,10.0,40.0,-3.0,3.0,1.0,50.0000357628,111,3.0,4.0,1.0,-1.06427,0.369282,4.0,20.168107406180507,0.0,29.97296896497258,67.21541517059785
MOILOQCA_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.749479,19.0,73.3676,0.0,0.0,0.4897542783161235,0.0,-3.90563,5.0,1.0,14.0,35.7,-6.0,3.0,1.0,107.000038266,115,2.0,2.0,1.0,-1.0857,0.398089,4.0,23.29139319120901,0.0,31.24877195912835,61.624638125616315
MOJNCMHG_BasicBeNTF2_designed_0000.pdb,-2.19127,1,0.0,2.0,0.733165,19.0,64.4228,0.0,0.0,-5.2404582209680015,1.0,-3.78606,3.0,2.0,11.0,54.5,-9.0,3.0,0.0,148.0,113,3.0,1.0,0.0,-1.23828,0.355618,4.0,22.310723788675713,-8.11782,90.76711685385794,13.540969431460809
MOJXEHOD_BasicBeNTF2_designed_0000.pdb,-2.4287,1,0.0,5.0,0.731714,19.0,75.8031,0.0,0.0,-9.671781184192792,1.0,-3.76259,5.0,2.0,10.0,40.0,-4.0,2.0,0.0,510.0,119,3.0,3.0,0.0,-1.14574,0.248759,6.0,24.028684755313336,-7.63256,105.39156757302153,33.493246121902814
MOKHXZKN_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.739195,19.0,68.6254,0.0,0.0,-8.579663132607871,0.0,-3.88574,5.0,1.0,11.0,18.2,-5.0,2.0,0.0,84.0,111,3.0,3.0,0.0,-1.27343,0.179299,6.0,22.38713242770862,0.0,92.77756071961805,26.531120524441178
MOKLHWAL_BasicBeNTF2_designed_0000.pdb,-2.00952,1,0.0,5.0,0.70473,19.0,70.1402,0.0,0.0,-8.985014542347642,1.0,-3.81304,3.0,2.0,15.0,40.0,-10.0,2.0,0.0,136.000048637,113,3.0,3.0,0.0,-1.14412,0.264335,4.0,19.681860229490766,-9.6046,93.41998960451096,29.38643667384048
MOKZTHMO_BasicBeNTF2_designed_0000.pdb,-2.25694,1,0.0,2.0,0.705153,19.0,66.0264,0.0,0.0,-0.029652445662005533,1.0,-3.44827,5.0,1.0,14.0,42.9,-6.0,3.0,1.0,39.0000139475,119,3.0,0.0,1.0,-1.15991,0.388717,6.0,25.614173766125543,0.0,43.48946465269489,64.67058742226655
MOLHJHKA_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.701609,19.0,70.9095,0.0,0.0,-4.904403165457593,0.0,-3.76686,3.0,2.0,14.0,42.9,-3.0,3.0,0.0,772.000276089,117,2.0,4.0,0.0,-1.17127,0.291659,4.0,23.068361288823876,-9.28655,81.1002425233994,20.93720745736141
MOLVYDAN_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.660148,19.0,72.6483,0.0,0.0,-5.153967469077866,0.0,-3.71569,5.0,1.0,14.0,57.1,-3.0,3.0,0.0,617.0,117,2.0,2.0,0.0,-1.14646,0.305517,4.0,26.678209246498536,0.0,103.39446011431204,29.62408132851658
MOPESNNP_BasicBeNTF2_designed_0000.pdb,-6.47914,1,0.0,7.0,0.689733,19.0,76.3986,0.0,0.0,5.509623747628,2.0,-3.84245,3.0,2.0,10.0,50.0,-7.0,4.0,1.0,41.0,117,2.0,3.0,1.0,-1.10955,0.340147,4.0,20.423211044886443,-9.06358,37.42680576847132,53.620094508690144
MORESVQT_BasicBeNTF2_designed_0000.pdb,-2.13804,1,0.0,5.0,0.762195,19.0,65.8556,0.0,0.0,0.9969418613577847,1.0,-3.89575,5.0,2.0,10.0,40.0,-3.0,3.0,1.0,67.0,119,3.0,4.0,1.0,-1.12857,0.351379,4.0,20.039091700333312,-13.5483,27.110343492835245,62.973444893433694
MORZGSWP_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.755067,19.0,77.7697,0.0,0.0,0.3009967613886868,0.0,-3.8515,5.0,2.0,10.0,40.0,-4.0,3.0,1.0,41.9999849796,119,3.0,2.0,1.0,-0.989298,1.0,4.0,21.270776940771405,-13.6359,32.5875468623155,58.11405433331292
MOSJZDCW_BasicBeNTF2_designed_0000.pdb,-2.17211,1,0.0,4.0,0.706498,19.0,66.9376,0.0,0.0,-7.798020388640935,1.0,-3.71721,5.0,2.0,11.0,45.5,-7.0,2.0,0.0,117.0,119,3.0,2.0,0.0,-1.24778,0.291342,6.0,23.3244320875939,-11.1386,94.66265555342305,38.868090146841666
MOTAQZFT_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.707462,19.0,61.0385,0.0,0.0,-10.768807770498189,0.0,-3.62778,3.0,2.0,11.0,45.5,-8.0,2.0,0.0,192.0,107,1.0,2.0,0.0,-1.13996,0.256431,4.0,22.081517516617737,-6.52292,119.48812122261194,47.36598471182563
MOTLIWID_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.713783,19.0,77.6907,0.0,0.0,7.790498080361516,0.0,-3.9749,3.0,2.0,10.0,40.0,-3.0,4.0,1.0,337.999879122,117,2.0,2.0,1.0,-1.11966,0.305523,4.0,20.825842617403303,-5.17164,25.124646323479915,65.01746625158918
MOTMHTFW_BasicBeNTF2_designed_0000.pdb,-1.96717,1,0.0,3.0,0.7544,19.0,64.4271,0.0,0.0,0.633852998202995,1.0,-3.81868,3.0,2.0,10.0,30.0,-4.0,3.0,1.0,287.000205278,111,3.0,2.0,1.0,-1.09492,0.299578,4.0,19.051841325181577,-9.61398,33.65928922131863,63.06526884029854
MOUIDZUT_BasicBeNTF2_designed_0000.pdb,-1.5862,1,0.0,9.0,0.739643,19.0,64.8875,0.0,0.0,1.0602006580920147,1.0,-3.48634,5.0,1.0,10.0,30.0,-3.0,3.0,1.0,91.9999670982,111,3.0,4.0,1.0,-1.13414,0.493179,4.0,21.455799128857706,0.0,31.131903465402505,69.54525756145348
MOVCYIAI_BasicBeNTF2_designed_0000.pdb,-2.83576,1,0.0,4.0,0.762414,19.0,72.0902,0.0,0.0,-5.251378510296574,1.0,-3.85418,3.0,2.0,14.0,35.7,-3.0,3.0,0.0,222.999920249,115,3.0,1.0,0.0,-1.17046,0.260879,4.0,22.951813609002805,-6.70212,91.6020551042273,29.027714852028936
MOZBQMHZ_BasicBeNTF2_designed_0000.pdb,-1.672,1,0.0,5.0,0.785013,19.0,74.5296,0.0,0.0,7.158760185562663,1.0,-3.70622,3.0,2.0,10.0,60.0,-6.0,4.0,1.0,286.0,117,3.0,1.0,1.0,-1.116,0.268547,4.0,20.311551125844865,-9.59203,28.87753106607956,61.245040765816086
MPCWUIAX_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.708432,19.0,66.4228,0.0,0.0,-3.2941812031176223,0.0,-3.78852,3.0,2.0,15.0,33.3,-5.0,3.0,1.0,350.0,117,3.0,2.0,1.0,-1.15838,0.289862,4.0,24.558277892189416,-8.47754,56.11945926416503,51.45964247448816
MPGUDHDC_BasicBeNTF2_designed_0000.pdb,-2.37167,1,0.0,10.0,0.77545,19.0,66.1193,0.0,0.0,-9.016888340213812,1.0,-3.63893,3.0,2.0,11.0,27.3,-4.0,2.0,0.0,161.000057578,107,3.0,6.0,0.0,-1.19444,0.410407,4.0,19.883665967560443,-9.07115,97.68170467430805,30.674191277320233
MPICDYKR_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,1.0,0.756062,19.0,73.4859,0.0,0.0,-9.99373792749322,0.0,-4.0689,5.0,2.0,15.0,40.0,-3.0,2.0,0.0,43.9999842644,119,1.0,0.0,0.0,-1.17319,0.264443,4.0,26.253498766354575,-10.5953,117.94030553527975,46.85155399139617
MPNELVGL_BasicBeNTF2_designed_0000.pdb,-5.97899,1,0.0,6.0,0.7427,19.0,70.5942,0.0,0.0,1.5947709742146952,2.0,-3.81549,5.0,1.0,14.0,35.7,-6.0,3.0,1.0,86.0,115,3.0,3.0,1.0,-1.08977,0.328927,4.0,23.25668753758287,0.0,24.07906389213757,69.6842571679819
MPSEXOBV_BasicBeNTF2_designed_0000.pdb,-3.13639,1,0.0,3.0,0.720239,19.0,72.4774,0.0,0.0,0.5086061159814079,1.0,-3.82777,3.0,2.0,10.0,40.0,-4.0,3.0,1.0,64.9999767542,111,2.0,2.0,1.0,-1.18176,0.249254,4.0,20.504294151205627,-10.0554,45.62010053684675,70.297032828814
MPSYZEAM_BasicBeNTF2_designed_0000.pdb,-2.29314,1,0.0,5.0,0.693123,19.0,60.9759,0.0,0.0,-1.4277255823998853,1.0,-3.69528,5.0,1.0,11.0,36.4,-7.0,3.0,1.0,258.000092268,113,3.0,3.0,1.0,-1.15199,0.369359,4.0,22.805766749620307,0.0,38.83755105961234,54.13844407090512
MPUACHJQ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.668865,19.0,68.1899,0.0,0.0,-8.599774598173038,0.0,-3.84974,3.0,2.0,11.0,36.4,-7.0,2.0,0.0,99.0,107,3.0,3.0,0.0,-1.13021,0.311728,4.0,19.248317631543834,-13.656,98.09935461415226,31.338782228570608
MQBITYGE_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.743511,19.0,68.178,0.0,0.0,-9.155856436760475,0.0,-3.93172,5.0,2.0,15.0,33.3,-5.0,2.0,0.0,68.2920890481,119,3.0,1.0,0.0,-1.19738,0.292824,4.0,22.518206641999676,-8.9823,94.72333780861443,21.38894126472374
MQBTPKGY_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,5.0,0.758865,19.0,77.8236,0.0,0.0,-10.266670348118677,0.0,-3.97483,5.0,1.0,15.0,60.0,-7.0,2.0,0.0,69.0000246763,111,2.0,3.0,0.0,-1.15462,0.302634,4.0,26.269811907570002,0.0,123.5046511123621,48.83112364679252
MQGQLKLY_BasicBeNTF2_designed_0000.pdb,-3.35039,1,0.0,6.0,0.706817,19.0,72.472,0.0,0.0,0.374097296249138,1.0,-3.94905,5.0,1.0,14.0,21.4,-9.0,3.0,1.0,213.0,115,2.0,4.0,1.0,-1.11339,0.362096,4.0,23.473750695361463,0.0,35.448574430938955,71.9181036052708
MQIKPUSH_BasicBeNTF2_designed_0000.pdb,-1.84546,1,0.0,7.0,0.739694,19.0,72.9133,0.0,0.0,-1.0515943116272641,1.0,-3.72989,5.0,1.0,10.0,40.0,-5.0,3.0,1.0,176.0,118,3.0,4.0,1.0,-1.12102,0.202863,6.0,20.404829057414034,0.0,34.04449313402906,57.75424752084528
MQKAILYE_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.716889,19.0,70.0261,0.0,0.0,-9.076030307310361,0.0,-3.62544,5.0,2.0,11.0,54.5,-4.0,2.0,0.0,162.000057936,119,3.0,4.0,0.0,-1.21567,0.27964,6.0,24.512020288337585,-6.72847,96.13415646353164,27.04892671853841
MQKPEHLT_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.747046,19.0,74.0335,0.0,0.0,-0.21671217315516422,0.0,-3.81568,5.0,1.0,14.0,50.0,-6.0,3.0,1.0,408.0,115,2.0,4.0,1.0,-1.08744,0.330554,4.0,24.044583876764264,0.0,38.11209754420128,58.62950949133128
MQMFGXJU_BasicBeNTF2_designed_0000.pdb,-4.216,1,0.0,4.0,0.750275,19.0,65.3119,0.0,0.0,4.775380798809843,2.0,-3.78844,3.0,2.0,10.0,30.0,-6.0,4.0,2.0,239.0,117,2.0,3.0,1.0,-1.08576,0.297747,4.0,25.65379934088992,-9.61018,29.83034818638573,76.50298143056142
MQMQBSFU_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.76711,19.0,69.5589,0.0,0.0,-5.29784274611189,0.0,-3.87915,3.0,2.0,14.0,35.7,-4.0,3.0,0.0,445.0,115,2.0,2.0,0.0,-1.12087,0.237609,4.0,25.765963270170825,-6.62785,85.92812370562122,29.284664867208704
MQMSZGWD_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.71354,19.0,71.2593,0.0,0.0,0.7918903666568973,0.0,-3.93938,3.0,2.0,10.0,30.0,-5.0,3.0,1.0,76.0000271797,111,2.0,1.0,1.0,-1.11751,0.215961,4.0,19.894248084320722,-14.329,37.23098944821872,65.85070816905258
MQOLBBHN_BasicBeNTF2_designed_0000.pdb,-2.87101,1,0.0,5.0,0.703729,19.0,66.2798,0.0,0.0,5.003542103573073,1.0,-3.65334,3.0,2.0,10.0,30.0,-3.0,4.0,1.0,241.0,117,2.0,3.0,1.0,-1.08312,0.270714,4.0,20.479420232830893,-2.06203,37.331022690298816,53.49037233819317
MQPPZXUR_BasicBeNTF2_designed_0000.pdb,-3.35297,1,0.0,6.0,0.727652,19.0,72.1094,0.0,0.0,-9.467726791133893,1.0,-3.65117,3.0,2.0,15.0,33.3,-13.0,2.0,0.0,107.999961376,113,2.0,5.0,0.0,-1.17849,0.370831,4.0,20.58494170624604,-3.78691,106.59986787147794,39.54058881124047
MQRJTYVC_BasicBeNTF2_designed_0000.pdb,-3.30015,1,0.0,10.0,0.585614,19.0,64.0258,0.0,0.0,0.5207880091436721,1.0,-3.64994,3.0,2.0,10.0,10.0,-10.0,3.0,1.0,174.0,111,3.0,6.0,1.0,-1.1124,0.280913,4.0,18.292039114063954,-9.73377,28.39039196757091,61.625007930697464
MQSJVYUU_BasicBeNTF2_designed_0000.pdb,-3.10973,1,0.0,5.0,0.642024,19.0,68.3375,0.0,0.0,-7.627186832306581,1.0,-3.88987,3.0,2.0,10.0,50.0,-5.0,2.0,0.0,227.000081182,107,3.0,2.0,0.0,-1.20561,0.276241,4.0,17.840745099208263,-12.3653,79.6165832427304,25.19443144801619
MQTIHYVW_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.650224,19.0,70.5272,0.0,0.0,0.5625864890889218,0.0,-3.54701,3.0,2.0,10.0,40.0,-3.0,3.0,1.0,49.0,111,3.0,3.0,1.0,-1.10065,0.271582,4.0,18.793440708661606,-1.57689,36.29520789476786,61.770747274297676
MQTPDNKO_BasicBeNTF2_designed_0000.pdb,-1.84858,1,0.0,5.0,0.763043,19.0,75.7257,0.0,0.0,-9.588852839889075,1.0,-3.82934,5.0,2.0,15.0,40.0,-6.0,2.0,0.0,221.0,119,3.0,3.0,0.0,-1.19692,0.251523,4.0,24.690258576834403,-10.1785,111.1591156197383,38.07877134290075
MQULJEHA_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.732632,19.0,77.153,0.0,0.0,-9.113381767724265,0.0,-3.97614,5.0,2.0,14.0,35.7,-6.0,2.0,0.0,342.999877334,119,2.0,2.0,0.0,-1.16268,0.195072,4.0,24.409462609918343,-11.785,97.8195775796011,36.27555443603782
MQVUFFSD_BasicBeNTF2_designed_0000.pdb,-1.90056,1,0.0,4.0,0.750349,19.0,76.7592,0.0,0.0,0.8900164401020128,1.0,-3.79469,3.0,2.0,14.0,28.6,-7.0,3.0,1.0,414.0,115,2.0,2.0,1.0,-1.15445,0.285187,4.0,21.77918742855267,-9.95061,47.43944066961974,71.61923367570732
MQWTPOLZ_BasicBeNTF2_designed_0000.pdb,-2.35211,1,0.0,7.0,0.689154,19.0,67.9065,0.0,0.0,-8.811240338024584,1.0,-3.78477,5.0,1.0,11.0,36.4,-3.0,2.0,0.0,176.0,111,3.0,4.0,0.0,-1.25047,0.250806,6.0,23.697707522848415,0.0,95.28038824253707,30.471748347993838
MQXJEQAO_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,6.0,0.757933,19.0,73.8366,0.0,0.0,-9.410217705322129,0.0,-3.79973,3.0,2.0,15.0,40.0,-5.0,2.0,0.0,154.0,113,2.0,5.0,0.0,-1.20098,0.206313,4.0,20.646893439362636,-11.6754,96.22303544331986,30.3308022564203
MQYCXXMY_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,8.0,0.72589,19.0,75.7114,0.0,0.0,-7.921822779169462,0.0,-3.91727,5.0,1.0,15.0,40.0,-10.0,2.0,0.0,162.0,113,3.0,6.0,0.0,-1.17289,0.21868,4.0,22.872532644965016,0.0,95.9652588610445,35.83798441268914
MQZJCTHS_BasicBeNTF2_designed_0000.pdb,-2.79908,1,0.0,9.0,0.733459,19.0,69.9428,0.0,0.0,0.8284773349351244,1.0,-3.7459,3.0,2.0,14.0,35.7,-5.0,3.0,1.0,363.000129819,115,3.0,3.0,1.0,-1.19425,0.242875,4.0,19.724374648137665,-9.43538,34.21750211574672,55.919981188998975
MRDQUQXC_BasicBeNTF2_designed_0000.pdb,-4.25023,1,0.0,5.0,0.708456,19.0,69.9328,0.0,0.0,6.507165319521242,2.0,-3.79893,3.0,2.0,10.0,30.0,-3.0,4.0,2.0,88.9999681711,117,3.0,5.0,1.0,-1.10995,0.263822,4.0,23.72885571303161,-12.0581,20.10055998018911,79.8148746729682
MREPNKRT_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.753676,19.0,70.9056,0.0,0.0,-9.392580954323467,0.0,-3.71837,5.0,1.0,10.0,60.0,-6.0,2.0,0.0,465.0,107,1.0,4.0,0.0,-1.17805,0.385203,4.0,26.21438752518067,0.0,109.72205619751769,49.68972122953886
MRGXMEHN_BasicBeNTF2_designed_0000.pdb,-1.84049,1,0.0,10.0,0.736579,19.0,64.7731,0.0,0.0,0.7672836315221172,1.0,-3.57118,3.0,2.0,14.0,28.6,-3.0,3.0,1.0,319.0,115,2.0,6.0,1.0,-1.20505,0.337662,4.0,19.97599820826785,-5.13041,29.94010325654188,68.80216947373088
MRIKXISK_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,9.0,0.73581,19.0,73.7649,0.0,0.0,-9.523219379436291,0.0,-3.87062,5.0,1.0,15.0,46.7,-4.0,2.0,0.0,107.000038266,111,3.0,4.0,0.0,-1.18767,0.25159,4.0,23.9400915267709,0.0,99.02293865089342,26.715825085684486
MRJLAWPA_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.733081,19.0,74.6775,0.0,0.0,-0.16576239382591318,0.0,-3.6109,5.0,1.0,14.0,35.7,-7.0,3.0,1.0,235.000084043,115,3.0,3.0,1.0,-1.13787,0.275635,4.0,24.836839701901432,0.0,40.57376681732419,57.36074614517224
MRLDXQHI_BasicBeNTF2_designed_0000.pdb,-2.85003,1,0.0,2.0,0.759404,19.0,70.864,0.0,0.0,0.1552136374863924,1.0,-3.86519,3.0,2.0,14.0,35.7,-4.0,3.0,1.0,359.0,115,3.0,1.0,1.0,-1.12978,0.25295,4.0,21.12002781514937,-11.804,40.66580276622277,54.938398136099536
MRLROHOH_BasicBeNTF2_designed_0000.pdb,-2.52013,1,0.0,12.0,0.760648,19.0,67.8471,0.0,0.0,1.5480145720039076,1.0,-3.63072,3.0,2.0,10.0,30.0,-3.0,3.0,1.0,240.000085831,111,3.0,10.0,1.0,-1.13693,0.368581,4.0,17.48185289935761,-12.217,20.09399203731553,75.21884354855773
MRPSRPQL_BasicBeNTF2_designed_0000.pdb,-2.19746,1,0.0,4.0,0.72303,19.0,73.232,0.0,0.0,0.05122232834387397,1.0,-3.84156,5.0,1.0,14.0,35.7,-3.0,3.0,1.0,71.0,116,3.0,2.0,1.0,-1.09501,0.36299,4.0,23.935940818167513,0.0,43.39147389023152,55.02037881290717
MRUJXNSG_BasicBeNTF2_designed_0000.pdb,-2.82921,1,0.0,3.0,0.718533,19.0,72.1753,0.0,0.0,-1.0261912309872017,1.0,-3.99157,3.0,2.0,14.0,42.9,-4.0,3.0,1.0,201.0,115,2.0,2.0,1.0,-1.17085,0.203108,4.0,22.237338088495555,-12.2292,48.824714211631886,69.01085919555591
MRVDRHMI_BasicBeNTF2_designed_0000.pdb,-5.5918,1,0.0,5.0,0.749881,19.0,67.4266,0.0,0.0,0.42917685837726793,2.0,-3.76793,3.0,2.0,10.0,30.0,-3.0,3.0,1.0,134.000047922,112,2.0,3.0,1.0,-1.1751,0.380378,4.0,18.787227538370285,-8.00846,27.95976823976745,68.07870433268556
MRWCZEZT_BasicBeNTF2_designed_0000.pdb,-5.85519,1,0.0,5.0,0.757729,19.0,68.59,0.0,0.0,-0.965672019026556,2.0,-3.83609,5.0,1.0,14.0,28.6,-6.0,3.0,1.0,232.0,116,3.0,2.0,1.0,-1.14498,0.275475,4.0,21.74483656934525,0.0,34.35851632490838,58.13514210805329
MRWIKHBP_BasicBeNTF2_designed_0000.pdb,-2.70418,1,0.0,5.0,0.710992,19.0,71.2981,0.0,0.0,-9.892818806518552,1.0,-3.72896,3.0,2.0,14.0,28.6,-4.0,2.0,0.0,279.0,111,2.0,4.0,0.0,-1.14733,0.209448,4.0,20.41712521113699,-7.84834,100.9061453728546,29.64046798276476
MRZSNFIV_BasicBeNTF2_designed_0000.pdb,-3.91479,1,0.0,4.0,0.7722,19.0,68.9722,0.0,0.0,-0.35044006165608543,2.0,-3.72067,3.0,2.0,10.0,50.0,-4.0,3.0,1.0,81.0,111,2.0,4.0,1.0,-1.15565,0.286609,4.0,18.9310396796164,-3.25621,35.97905480633804,59.81817373650081
MSBDPAHE_BasicBeNTF2_designed_0000.pdb,-5.4008,1,0.0,2.0,0.772523,19.0,70.6138,0.0,0.0,-0.9471324046777028,2.0,-3.86216,5.0,1.0,14.0,42.9,-3.0,3.0,1.0,219.0,119,3.0,0.0,1.0,-1.11369,0.390115,6.0,22.620391262601505,0.0,36.76946210366482,66.05076544247962
MSDDJJHQ_BasicBeNTF2_designed_0000.pdb,-2.47998,1,0.0,6.0,0.770841,19.0,71.0309,0.0,0.0,-0.336429621032142,1.0,-3.81817,5.0,1.0,10.0,50.0,-11.0,3.0,1.0,140.0,111,2.0,6.0,1.0,-1.16538,0.26155,4.0,22.943373064428272,0.0,34.728856372022804,60.76336804767773
MSFBRZXC_BasicBeNTF2_designed_0000.pdb,-3.12818,1,0.0,2.0,0.772403,19.0,63.9982,0.0,0.0,-5.298044386584342,1.0,-3.58562,3.0,2.0,10.0,40.0,-6.0,3.0,0.0,275.0,111,2.0,2.0,0.0,-1.15699,0.364624,4.0,24.0570524803768,-7.2499,88.51990096530447,23.078658770808772
MSHPICPU_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.702914,19.0,77.6479,0.0,0.0,-9.166554076853604,0.0,-3.89503,5.0,1.0,14.0,42.9,-4.0,2.0,0.0,142.000050783,111,2.0,2.0,0.0,-1.09501,0.148521,4.0,24.987827496785854,0.0,109.14033156515885,41.45947100847596
MSHSBHEL_BasicBeNTF2_designed_0000.pdb,-3.65449,1,0.0,5.0,0.711651,19.0,66.5497,0.0,0.0,1.4672094195775252,1.0,-3.50581,5.0,1.0,10.0,40.0,-4.0,3.0,1.0,258.0,112,2.0,3.0,1.0,-1.03745,0.313277,4.0,24.331034423401885,0.0,28.857157624637466,69.66509930148601
MSMWLSVU_BasicBeNTF2_designed_0000.pdb,-5.40929,1,0.0,5.0,0.749561,19.0,69.3586,0.0,0.0,0.7709107151662185,2.0,-3.83611,3.0,2.0,10.0,30.0,-3.0,3.0,1.0,62.0,111,3.0,3.0,1.0,-1.19111,0.222432,4.0,17.997223986394975,-12.1303,35.51674742330629,71.11806454387741
MSNEIDMI_BasicBeNTF2_designed_0000.pdb,-1.70996,1,0.0,7.0,0.735088,19.0,65.2471,0.0,0.0,-5.127803937955623,1.0,-3.60826,3.0,2.0,15.0,46.7,-3.0,3.0,0.0,450.0,117,3.0,4.0,0.0,-1.21895,0.308801,4.0,23.9018566691887,-6.3585,101.08341366022812,35.102011250112554
MSNZJTQB_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.729005,19.0,75.3697,0.0,0.0,-9.096359588972577,0.0,-3.75197,5.0,1.0,15.0,40.0,-4.0,2.0,0.0,250.000134111,111,2.0,3.0,0.0,-1.21328,0.229764,4.0,25.090529081013525,0.0,103.8642309483039,40.58888718457604
MSOWEHXA_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,4.0,0.766121,19.0,68.9279,0.0,0.0,-9.156932002816315,0.0,-3.96966,3.0,2.0,11.0,36.4,-7.0,2.0,0.0,220.0,107,2.0,3.0,0.0,-1.15431,0.245778,4.0,21.186902621102092,-10.5111,102.57589075514538,38.48653348975287
MSTNCSJB_BasicBeNTF2_designed_0000.pdb,-2.0616,1,0.0,3.0,0.751563,19.0,67.3347,0.0,0.0,-8.585956272569135,1.0,-3.56859,3.0,2.0,10.0,30.0,-4.0,2.0,0.0,539.999806881,107,3.0,2.0,0.0,-1.13429,0.255338,4.0,18.67753533092715,-12.7701,93.49458229054822,27.38218732549805
MSXRVYKE_BasicBeNTF2_designed_0000.pdb,-5.23615,1,0.0,6.0,0.701588,19.0,64.2876,0.0,0.0,-1.5329866999410395,2.0,-3.61279,3.0,2.0,14.0,42.9,-5.0,3.0,1.0,188.0,118,2.0,4.0,1.0,-1.12853,0.385044,4.0,21.636805032063588,-11.6285,46.30420807964366,50.05217128134859
MSZKJPED_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.768698,19.0,72.914,0.0,0.0,-9.368362487926326,0.0,-4.04898,5.0,1.0,15.0,40.0,-4.0,2.0,0.0,188.0,111,1.0,2.0,0.0,-1.22514,0.201358,4.0,26.348529739158273,0.0,105.72718753436382,47.612542207668724
MSZLHQFD_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,2.0,0.716636,19.0,69.8886,1.0,0.0,-9.337994808541016,0.0,-3.71957,5.0,1.0,14.0,28.6,-5.0,2.0,0.0,159.0,117,1.0,1.0,0.0,-1.1951,0.297273,6.0,26.64000927178266,0.0,105.10858106900872,46.1166704296663
MSZNLHBW_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,7.0,0.727935,19.0,62.4386,0.0,0.0,-9.343970006417159,0.0,-3.7241,5.0,1.0,15.0,33.3,-4.0,2.0,0.0,488.613480052,111,1.0,3.0,0.0,-1.2231,0.461345,4.0,26.323519475248116,0.0,101.44648917141363,42.22788901090695
MSZNPEJJ_BasicBeNTF2_designed_0000.pdb,0.0,1,0.0,3.0,0.74141,19.0,78.5089,0.0,0.0,-7.234420813204865,0.0,-3.72258,5.0,2.0,15.0,40.0,-7.0,2.0,0.0,29.0,119,3.0,2.0,0.0,-1.05529,0.25466,4.0,21.9182759314532,-12.0048,74.30606481439402,28.48807120603064
