,shoot,short_arm,long_arm_ang,dist,base,main_bulge_curve,long_arm,sheet_type,prot,len,sec_bulge,path,x,y
den_AVENMXPR,11.775950144538655,2,79.74038946898305,25.224205405113068,3,3,4,24,0.37993079963905885,123,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AVENMXPR_BasicBeNTF2_designed_0000.pdb,-3.223188638687134,-29.942041397094727
den_AVQXSZRI,63.95684743269746,1,44.55430753381852,25.44541893789745,5,2,3,33,0.6561745093694409,132,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AVQXSZRI_BasicBeNTF2_designed_0000.pdb,-29.906869888305664,12.31163501739502
den_AVVFMKZY,56.83116455298297,2,44.393571431865254,22.597024640563465,5,3,3,49,-1.1013807560643638,126,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AVVFMKZY_BasicBeNTF2_designed_0000.pdb,34.87383270263672,-1.9417575597763062
den_AVXUBXKE,66.31294028267773,2,26.457579720726635,23.3314768586398,5,3,3,50,0.39688977695126404,132,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AVXUBXKE_BasicBeNTF2_designed_0000.pdb,45.318878173828125,11.92003059387207
den_AWCHQOHS,67.75325211174535,1,44.60122699284576,22.92376782867567,5,3,3,40,0.9937995346048467,123,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AWCHQOHS_BasicBeNTF2_designed_0000.pdb,-42.84249496459961,-26.056102752685547
den_AWENEFXM,31.40992162752326,1,58.75634500065789,24.64336237492183,5,2,3,36,-3.107076589469145,130,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AWENEFXM_BasicBeNTF2_designed_0000.pdb,21.839990615844727,35.58936309814453
den_AWJBSTNL,24.53462219049092,1,89.04249920001563,25.424089078773243,5,3,3,42,-4.317290942974434,124,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AWJBSTNL_BasicBeNTF2_designed_0000.pdb,-34.5384521484375,15.240821838378906
den_AXBWZVDK,86.67473178868315,2,8.229316173422133,23.716056485420076,5,3,4,68,5.522361877537877,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AXBWZVDK_BasicBeNTF2_designed_0000.pdb,24.092134475708008,5.0170698165893555
den_AXHNFCOC,33.99183749946803,2,96.21353021149363,24.303587429374765,3,2,3,9,-5.173051169740214,122,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AXHNFCOC_BasicBeNTF2_designed_0000.pdb,11.914802551269531,-24.080583572387695
den_AXLEQTUY,77.91855248046568,2,53.78542490707752,23.550499979790644,3,2,3,7,-0.43234814499616014,124,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AXLEQTUY_BasicBeNTF2_designed_0000.pdb,6.1779608726501465,-14.578997611999512
den_AYBLWOQT,66.74061928559864,2,36.40804606082959,23.223012302909677,5,3,3,49,0.9126110037262585,124,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYBLWOQT_BasicBeNTF2_designed_0000.pdb,42.42717361450195,21.48253059387207
den_AYBSWFGW,65.2507288518101,2,29.187779857137915,21.52655875926478,5,3,3,49,0.4137664704350055,128,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYBSWFGW_BasicBeNTF2_designed_0000.pdb,41.80317687988281,-2.95124888420105
den_AYCGBHMQ,42.38971394503852,2,53.665779012915834,22.018755630926695,3,2,3,5,-3.5753297779111737,127,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYCGBHMQ_BasicBeNTF2_designed_0000.pdb,9.617036819458008,-30.880041122436523
den_AYCHHDZP,51.155714691584706,2,59.77846815772518,25.27389331665813,5,3,3,50,-3.124626759944718,136,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYCHHDZP_BasicBeNTF2_designed_0000.pdb,-17.843769073486328,-35.576690673828125
den_AYDKODNZ,58.546475671284085,2,45.808477872280626,21.390305348560837,3,2,3,5,-0.6291755428542452,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYDKODNZ_BasicBeNTF2_designed_0000.pdb,22.15563201904297,-17.829326629638672
den_AYEWIKBV,68.86369179867373,1,30.802262640393426,24.560431818528965,5,2,3,34,1.2975379888607321,128,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYEWIKBV_BasicBeNTF2_designed_0000.pdb,-42.42405319213867,-19.53679656982422
den_AYIMCXWZ,60.4646553696853,1,48.25214985236934,25.403770673192508,5,2,3,34,-0.34601940626029837,124,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYIMCXWZ_BasicBeNTF2_designed_0000.pdb,9.296998023986816,48.31206512451172
den_AYJGOOPV,63.7014082874437,2,26.388048515738443,25.667252991449033,3,3,4,23,4.113383124378254,128,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYJGOOPV_BasicBeNTF2_designed_0000.pdb,-21.320770263671875,-9.737102508544922
den_AYJKDCES,67.665774206115,2,33.8332074633355,19.95561242183492,3,3,3,12,0.4109756069496058,124,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYJKDCES_BasicBeNTF2_designed_0000.pdb,15.324910163879395,-32.04092025756836
den_AYSZPJWF,78.50666412479345,2,28.78681205459738,26.104555972371596,3,2,4,18,4.040261187122969,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYSZPJWF_BasicBeNTF2_designed_0000.pdb,-34.775943756103516,0.19817860424518585
den_AYYRGYJM,33.084202524949205,2,94.31496828717616,23.73326231279266,3,2,3,9,-4.5245168124644195,123,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AYYRGYJM_BasicBeNTF2_designed_0000.pdb,12.081650733947754,-21.79185676574707
den_AZADYEZP,63.83416783506772,2,38.62615770745489,24.610671017619136,5,2,3,45,-0.42157512017693755,136,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AZADYEZP_BasicBeNTF2_designed_0000.pdb,40.85038375854492,19.714649200439453
den_AZDBGKLG,82.06585264655598,2,32.41926180031685,25.890675339689157,3,2,4,18,5.042316855040038,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AZDBGKLG_BasicBeNTF2_designed_0000.pdb,-28.877321243286133,-41.606483459472656
den_AZDCBBGX,27.822410431200893,2,96.00747827193842,23.32053438216216,3,3,3,14,-5.20624604065906,126,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AZDCBBGX_BasicBeNTF2_designed_0000.pdb,9.579219818115234,-32.1120719909668
den_AZFNXZDM,20.687241154386044,2,69.35070115309594,25.918781627340532,3,3,4,24,0.06480883865638631,123,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AZFNXZDM_BasicBeNTF2_designed_0000.pdb,-3.8729825019836426,-32.241336822509766
den_AZTIAXDU,21.004853931176882,2,80.07548894802555,26.794499978041767,5,2,3,47,-3.569935331828672,122,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AZTIAXDU_BasicBeNTF2_designed_0000.pdb,59.02099609375,1.4171897172927856
den_AZYNWIZL,53.54270587210543,2,38.84598830252437,20.60939109447836,3,2,3,5,-1.0034507365005503,122,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/AZYNWIZL_BasicBeNTF2_designed_0000.pdb,17.627145767211914,-27.9876651763916
den_BACFEELX,39.22708933589368,2,54.984201374688105,25.761380364171405,5,2,3,46,-1.8947348660688412,142,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BACFEELX_BasicBeNTF2_designed_0000.pdb,-44.36089324951172,5.454214572906494
den_BAJDFLGO,70.53299443571572,2,22.821651166621,24.538593740121364,5,2,4,63,3.7736433833688903,133,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BAJDFLGO_BasicBeNTF2_designed_0000.pdb,30.151470184326172,-5.793125152587891
den_BAMKBEQT,44.56876118263324,2,50.073584692813036,24.86295268725322,5,2,3,43,-2.237446579182583,135,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BAMKBEQT_BasicBeNTF2_designed_0000.pdb,35.32518005371094,9.14719295501709
den_BANNCYLM,48.18605221369603,2,42.54785775755536,21.272423225210577,5,3,3,48,-1.2509355594726959,134,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BANNCYLM_BasicBeNTF2_designed_0000.pdb,39.49880599975586,1.2470561265945435
den_BAVRQXOW,55.64239290688697,2,44.30156861653091,21.447396800805716,3,2,3,5,-1.0011310825643758,126,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BAVRQXOW_BasicBeNTF2_designed_0000.pdb,25.570425033569336,-16.731098175048828
den_BBRLHNNL,58.42079446919374,1,31.838250972587453,25.098048180101635,5,3,4,57,6.914881809270835,133,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BBRLHNNL_BasicBeNTF2_designed_0000.pdb,-30.392375946044922,28.011049270629883
den_BBRQKITE,26.44638814446043,1,96.81586703277969,25.53812759233487,5,3,2,28,-9.961736971576222,125,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BBRQKITE_BasicBeNTF2_designed_0000.pdb,-24.973005294799805,6.119318008422852
den_BBSRRODO,58.51740938052211,2,37.390236244546934,24.87775115331926,5,2,4,61,6.665254435941074,141,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BBSRRODO_BasicBeNTF2_designed_0000.pdb,-39.408145904541016,-35.63619613647461
den_BBTMBAMZ,51.644497237340005,2,38.504583581334785,21.28800189413297,5,3,3,48,-1.9951616602346487,128,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BBTMBAMZ_BasicBeNTF2_designed_0000.pdb,27.211406707763672,0.8752097487449646
den_BBWJAGUM,56.566513438889245,2,36.84438004868252,23.01137525203798,5,2,3,44,-2.0859384578736098,126,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BBWJAGUM_BasicBeNTF2_designed_0000.pdb,51.42567825317383,3.002861738204956
den_BBWLNRAI,61.910226084943545,2,37.061037649069604,21.698747127807533,3,2,3,5,0.11502286295720054,124,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BBWLNRAI_BasicBeNTF2_designed_0000.pdb,18.963659286499023,-16.255964279174805
den_BCEJUOHM,74.82841710843677,2,15.788237508854804,25.916056880287456,3,3,4,20,5.178440243257638,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BCEJUOHM_BasicBeNTF2_designed_0000.pdb,-15.56826114654541,-5.633646488189697
den_BDFARFOE,34.5288111976636,2,58.483225803924,25.64383885153719,5,2,3,46,-2.177279244331114,135,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDFARFOE_BasicBeNTF2_designed_0000.pdb,-41.86817932128906,3.1989948749542236
den_BDJJRBBV,76.57320266152921,2,26.824250018837844,26.08521487169829,5,2,4,64,4.180691840784306,134,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDJJRBBV_BasicBeNTF2_designed_0000.pdb,24.581802368164062,11.02728271484375
den_BDNTVUCH,72.39415810796936,2,22.61808281319963,28.05302810365285,3,2,4,16,3.077490056404276,130,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDNTVUCH_BasicBeNTF2_designed_0000.pdb,-19.862112045288086,-5.407283306121826
den_BDPEJUUC,56.32659823640222,1,46.35322476023157,24.60664288623456,5,3,3,38,-1.610744072257111,127,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDPEJUUC_BasicBeNTF2_designed_0000.pdb,4.168546199798584,42.05155563354492
den_BDQCESVA,50.7459078785966,1,51.94218704006509,26.74765605136742,5,3,3,38,-1.8812995802929908,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDQCESVA_BasicBeNTF2_designed_0000.pdb,-26.187828063964844,8.665759086608887
den_BDSRIFXS,35.579200295600884,2,57.6076256540104,21.61361672231877,3,3,3,13,-2.8361276771444572,124,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDSRIFXS_BasicBeNTF2_designed_0000.pdb,12.922901153564453,-27.05787467956543
den_BDVGUMET,42.71771078558339,2,47.6042938603654,22.635368585432996,3,3,4,23,1.911094831830912,123,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BDVGUMET_BasicBeNTF2_designed_0000.pdb,-2.952733039855957,-35.08821487426758
den_BEEDJYBI,77.2405523291355,2,22.759736881038908,24.83596832391586,5,2,3,45,1.6346911236941093,132,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BEEDJYBI_BasicBeNTF2_designed_0000.pdb,37.989646911621094,15.437544822692871
den_BEICHGHR,49.984904785101605,2,111.34085137506847,22.764694225248785,3,1,2,1,-9.678625546066115,123,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BEICHGHR_BasicBeNTF2_designed_0000.pdb,-25.19112777709961,-39.43950653076172
den_BEQGFHJF,61.19352019755841,2,45.27704435216444,24.176454032810458,5,3,3,48,0.14798807186062746,123,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BEQGFHJF_BasicBeNTF2_designed_0000.pdb,46.891746520996094,-3.907132863998413
den_BFUDRLHY,48.73708849559179,2,41.60407363347585,23.417139719577857,5,2,3,43,-2.951803972687765,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BFUDRLHY_BasicBeNTF2_designed_0000.pdb,53.75920867919922,1.70424222946167
den_BFYQVIJL,19.359366269539265,2,81.33846589514387,25.226479261399653,5,3,3,52,-2.8385059042029788,125,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BFYQVIJL_BasicBeNTF2_designed_0000.pdb,57.562225341796875,7.624083042144775
den_BFZBFWMB,55.19243614988528,2,47.93152399274863,22.720446318296144,5,3,3,49,-1.195236597446053,134,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BFZBFWMB_BasicBeNTF2_designed_0000.pdb,-40.413360595703125,-37.70249557495117
den_BGLWYDCO,52.483508854776204,2,42.554846321848224,24.66197165720746,5,2,3,43,-0.27256579058665764,124,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BGLWYDCO_BasicBeNTF2_designed_0000.pdb,45.5684928894043,20.32731819152832
den_BHEJRROY,44.12589259992549,2,49.74061970213426,26.04924263962872,5,2,4,61,3.3565302407813764,134,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BHEJRROY_BasicBeNTF2_designed_0000.pdb,24.247718811035156,14.333256721496582
den_BHJBJFTA,39.89719913194429,2,107.80748366319094,26.420275273218387,5,1,2,29,-10.173380032413991,131,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BHJBJFTA_BasicBeNTF2_designed_0000.pdb,-23.858428955078125,-1.6308406591415405
den_BHMGCCXB,30.031142806888624,2,86.40082146988198,27.045756203863863,5,2,3,47,-3.1596485992196968,146,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BHMGCCXB_BasicBeNTF2_designed_0000.pdb,-38.47409439086914,8.99760913848877
den_BHOKUNHL,77.26727533728933,1,15.499210295264437,25.53475360397954,5,3,4,59,6.581665287334202,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BHOKUNHL_BasicBeNTF2_designed_0000.pdb,-9.083663940429688,28.345979690551758
den_BHPZLSNP,49.46836746195933,2,109.80618433675176,26.131149254337586,5,1,2,29,-8.918780510820369,133,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BHPZLSNP_BasicBeNTF2_designed_0000.pdb,-50.88483810424805,-37.077754974365234
den_BHZDTQYS,4.627616330784576,2,90.14775833324364,26.30949275319493,3,3,4,24,-2.171250673095587,122,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BHZDTQYS_BasicBeNTF2_designed_0000.pdb,-3.331591844558716,-33.514060974121094
den_BIEHLZUW,28.11979786444229,1,89.94971874943569,27.386390040643143,5,2,3,37,-4.732068979972718,124,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BIEHLZUW_BasicBeNTF2_designed_0000.pdb,-23.774518966674805,13.040216445922852
den_BIIOZUWP,57.59707707141412,2,38.19267489372364,22.303764989720744,5,3,3,49,-2.055688520110623,122,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BIIOZUWP_BasicBeNTF2_designed_0000.pdb,34.761962890625,-0.7234531044960022
den_BIODIAMU,64.04878804630845,2,40.09439676851663,22.202372655642133,5,3,3,50,-1.022171070760562,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BIODIAMU_BasicBeNTF2_designed_0000.pdb,46.39777374267578,-3.716231107711792
den_BIQABGGF,58.990187401128125,2,34.90330045155154,27.268806111036838,3,2,4,16,2.3500947256398703,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BIQABGGF_BasicBeNTF2_designed_0000.pdb,-16.6405086517334,-7.909977912902832
den_BISXMOHI,50.03773703139905,1,116.72498718543112,26.435145225128363,5,1,2,25,-9.959363977755894,125,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BISXMOHI_BasicBeNTF2_designed_0000.pdb,-40.495140075683594,-18.251375198364258
den_BJDJIOJV,51.51792274426512,2,52.64707584774993,27.152515512039745,5,2,3,43,-3.489795945912727,131,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BJDJIOJV_BasicBeNTF2_designed_0000.pdb,-34.55387496948242,0.6440494656562805
den_BJLRQCSL,28.4658307342078,2,77.46050946036789,25.83735244142976,5,3,3,52,-2.1906712538606694,136,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BJLRQCSL_BasicBeNTF2_designed_0000.pdb,-34.258338928222656,9.45669174194336
den_BJNWQRXK,63.152291197104304,2,35.625142080410754,23.38140072250829,5,3,3,49,0.7116585220135967,136,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BJNWQRXK_BasicBeNTF2_designed_0000.pdb,37.04743957519531,11.754100799560547
den_BJNZSULD,64.63984666642506,2,43.6819814929801,28.379613126804937,5,2,3,45,-3.099146205477604,136,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BJNZSULD_BasicBeNTF2_designed_0000.pdb,-22.086782455444336,-2.074018955230713
den_BJYSZKLW,27.093242316061634,2,101.43458355315919,23.65479318809037,3,2,3,9,-5.603507474717846,127,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BJYSZKLW_BasicBeNTF2_designed_0000.pdb,-19.164796829223633,-10.382813453674316
den_BKTBGZPS,76.72522736503741,1,25.714544101663556,25.975028398482873,5,3,4,60,5.621261591692381,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BKTBGZPS_BasicBeNTF2_designed_0000.pdb,-38.48750305175781,-23.960573196411133
den_BKTQJZPA,60.26980652139929,2,29.888031099799843,21.819528755406587,5,3,3,49,0.30588807968739395,133,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BKTQJZPA_BasicBeNTF2_designed_0000.pdb,36.1685905456543,13.222161293029785
den_BKXTHWSE,38.36744219456571,2,57.32609354544547,25.634524249362862,5,2,3,46,-2.743802579798695,140,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BKXTHWSE_BasicBeNTF2_designed_0000.pdb,-35.164363861083984,14.33632755279541
den_BLGBLRBH,49.88898835338486,2,42.22266939887997,21.692588005538003,5,3,3,51,-3.356278771898028,126,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLGBLRBH_BasicBeNTF2_designed_0000.pdb,52.86042785644531,5.939267158508301
den_BLMAHOZK,67.19546186758204,2,43.64356049437155,21.409048809660696,3,2,3,7,-0.08040961215797182,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLMAHOZK_BasicBeNTF2_designed_0000.pdb,10.0510892868042,-25.7061824798584
den_BLPKCRRO,38.9013016739097,2,106.71287766174379,24.315849945181895,5,3,2,32,-8.980000459057802,131,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLPKCRRO_BasicBeNTF2_designed_0000.pdb,-47.69915008544922,-37.307674407958984
den_BLWEXHSE,25.939127141959545,2,77.33881272813417,26.41836933580521,5,2,3,47,-3.1368275977853983,136,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLWEXHSE_BasicBeNTF2_designed_0000.pdb,-44.81882095336914,10.689658164978027
den_BLWNRGXN,32.61068197954074,2,103.34245469361584,28.288621530699707,5,2,3,47,-6.682875685784525,135,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLWNRGXN_BasicBeNTF2_designed_0000.pdb,-23.693416595458984,1.2795259952545166
den_BLXSXYUV,51.08570510021676,2,38.916903079509865,23.47653933838788,5,2,4,61,5.933959294808698,129,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLXSXYUV_BasicBeNTF2_designed_0000.pdb,26.4741268157959,10.257609367370605
den_BLZTIVIJ,66.95610603993838,2,29.297270286936676,27.297196618581467,5,2,4,62,4.7217357678764404,141,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BLZTIVIJ_BasicBeNTF2_designed_0000.pdb,-36.933284759521484,15.230392456054688
den_BMIEXXCB,77.56119282875001,2,17.937177521516375,25.58258880822791,5,3,4,68,4.592366811970146,141,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMIEXXCB_BasicBeNTF2_designed_0000.pdb,-36.11326599121094,-39.26594161987305
den_BMIOGLKI,57.2556812098329,1,40.6482384802638,23.308418887613932,5,3,3,39,-1.5533726902672989,127,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMIOGLKI_BasicBeNTF2_designed_0000.pdb,-46.42292022705078,-23.862449645996094
den_BMMUXHKP,73.17545216083985,2,21.513328533039722,22.687728130816332,5,2,3,45,1.810792776063714,135,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMMUXHKP_BasicBeNTF2_designed_0000.pdb,-47.28949737548828,-33.36933517456055
den_BMNBSEJC,35.336854319365614,2,87.54086178731629,25.304543201852603,5,1,2,30,-8.563281481137512,133,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMNBSEJC_BasicBeNTF2_designed_0000.pdb,-39.33250427246094,0.5904147028923035
den_BMSRAUXE,54.568460398542996,1,50.317425891978644,25.46177797923464,5,2,3,34,-1.6439960010628454,122,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMSRAUXE_BasicBeNTF2_designed_0000.pdb,2.2688710689544678,36.34440994262695
den_BMTNUIGX,54.04848710207672,2,40.045363219985994,22.905693605193775,5,3,3,48,-1.2652100964593345,130,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMTNUIGX_BasicBeNTF2_designed_0000.pdb,34.651275634765625,5.009753227233887
den_BMYAOKLT,48.46485523562026,2,47.913883724502355,24.363541346716687,5,2,3,43,-2.2304616807502775,136,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BMYAOKLT_BasicBeNTF2_designed_0000.pdb,-34.96998977661133,11.47899341583252
den_BNBCHOTS,59.47443381817004,1,31.308400702792554,26.166262600616285,5,3,4,59,3.5938024124448393,133,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BNBCHOTS_BasicBeNTF2_designed_0000.pdb,-29.853099822998047,27.781267166137695
den_BNEMWUEW,58.05728407791659,2,51.67949549432193,21.904744259346636,3,3,3,10,-1.2240006156350702,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BNEMWUEW_BasicBeNTF2_designed_0000.pdb,11.984892845153809,-37.60112762451172
den_BNHXAOZU,61.468564119047215,1,31.89683354173775,25.940509934585226,5,2,4,53,6.508825036205476,122,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BNHXAOZU_BasicBeNTF2_designed_0000.pdb,-12.225018501281738,26.774198532104492
den_BNTUMTVC,52.323582711914085,1,112.49368702025987,25.4921091152401,5,2,2,27,-9.191047916222146,123,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BNTUMTVC_BasicBeNTF2_designed_0000.pdb,-20.86983871459961,6.921480655670166
den_BOFBQWYJ,54.418160320801235,2,49.0414231328871,24.45518017314675,5,3,3,49,-2.372229049372841,125,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BOFBQWYJ_BasicBeNTF2_designed_0000.pdb,-16.8402099609375,-34.43508529663086
den_BOIOIPQR,36.71349035213058,2,55.30357096767681,26.164139033611768,5,2,3,46,-3.7284185607750047,132,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BOIOIPQR_BasicBeNTF2_designed_0000.pdb,-46.50242614746094,12.719891548156738
den_BOORNUKN,58.68417054318532,1,32.82604064916366,22.87664672751901,5,3,3,38,0.0930031499973456,123,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/more_than_121_aas/BOORNUKN_BasicBeNTF2_designed_0000.pdb,-42.41477584838867,-27.175540924072266
